"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_PorchSF","HouseAge","YearSinceRemodel"
"1851",1851,"60","RL",50,9350,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story","6","7",1946,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",342,"Unf",0,405,747,"GasA","Ex","Y","SBrkr",892,747,0,1639,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1946,"Unf",1,240,"TA","TA","Y",0,50,0,0,0,0,"None","None","None",0,"7","2009","WD","Normal",NA,2386,2,50,63,59
"1852",1852,"20","RL",62,7440,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","5","6",1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",173,"Unf",0,916,1089,"GasW","TA","Y","SBrkr",1089,0,0,1089,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd",1954,"RFn",1,252,"TA","TA","P",328,0,0,0,0,0,"None","MnPrv","None",0,"9","2009","WD","Normal",NA,2178,2,328,55,55
"1853",1853,"120","RL",42,4235,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","1Story","5","5",1984,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",149,"Gd","TA","CBlock","TA","TA","Mn","GLQ",552,"ALQ",393,104,1049,"GasA","TA","Y","SBrkr",1049,0,0,1049,1,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd",1984,"Fin",1,266,"TA","TA","Y",0,105,0,0,0,0,"None","None","None",0,"2","2009","WD","Normal",NA,2098,3,105,25,25
"1854",1854,"80","RL",74,10778,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","SLvl","7","6",1990,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","TA","TA","No","GLQ",460,"ALQ",286,308,1054,"GasA","Gd","Y","SBrkr",1061,0,0,1061,1,0,1,1,1,1,"Gd",4,"Typ",0,"None","Attchd",1990,"Unf",2,462,"TA","TA","Y",114,36,0,0,0,0,"None","None","None",0,"7","2009","WD","Normal",NA,2115,3,150,19,18
"1855",1855,"80","RL",66,19255,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","SLvl","6","5",1983,1983,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",100,"Gd","TA","CBlock","TA","TA","Av","Rec",70,"GLQ",450,0,520,"GasA","Gd","Y","SBrkr",1338,0,0,1338,0,0,1,1,2,1,"Gd",5,"Min2",1,"Po","Attchd",1983,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"None","None","Shed",600,"9","2009","WD","Normal",NA,1858,2,0,26,26
"1856",1856,"60","RL",85,10560,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5",1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","Gd","No","GLQ",474,"Unf",0,605,1079,"GasA","Ex","Y","SBrkr",1079,800,0,1879,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1993,"RFn",2,473,"TA","TA","Y",400,100,144,0,0,0,"None","MnPrv","None",0,"8","2009","WD","Normal",NA,2958,4,644,16,15
"1857",1857,"70","RL",120,26400,"Pave","None","Reg","Bnk","AllPub","FR2","Gtl","SawyerW","Feedr","Norm","1Fam","2Story","5","7",1880,2007,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","TA","None","None","None",0,"None",0,0,0,"GasA","Ex","Y","SBrkr",1288,728,0,2016,0,0,1,0,4,1,"TA",7,"Mod",1,"TA","Attchd",1900,"Unf",2,576,"TA","TA","P",0,0,0,0,0,0,"None","None","None",0,"6","2009","WD","Normal",NA,2016,1,0,129,2
"1858",1858,"90","RL",64,7018,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story","5","5",1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab","TA","None","None","None",0,"None",0,0,0,"GasA","TA","Y","SBrkr",1114,1114,0,2228,0,0,2,0,6,2,"TA",8,"Typ",0,"None","Detchd",1979,"Unf",2,720,"TA","TA","Y",73,0,0,0,0,0,"None","None","None",0,"6","2009","WD","Alloca",NA,2228,2,73,30,30
"1859",1859,"90","RL",64,7018,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story","5","5",1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab","TA","None","None","None",0,"None",0,0,0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"Typ",0,"None","Attchd",1979,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"None","GdPrv","None",0,"6","2009","WD","Alloca",NA,1535,2,0,30,30
"1860",1860,"90","RL",64,7040,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","SFoyer","5","5",1979,1979,"Gable","CompShg","Plywood","Plywood","BrkFace",216,"TA","TA","CBlock","TA","TA","Av","GLQ",1094,"Unf",0,0,1094,"GasA","TA","Y","SBrkr",1229,0,0,1229,2,0,0,2,2,2,"Gd",6,"Typ",2,"TA","Detchd",1979,"Unf",2,672,"TA","TA","Y",120,0,0,0,0,0,"None","None","None",0,"6","2009","WD","Alloca",NA,2323,4,120,30,30
"1861",1861,"90","RL",64,7007,"Pave","None","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story","5","5",1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab","TA","None","None","None",0,"None",0,0,0,"GasA","TA","Y","SBrkr",1513,0,0,1513,0,0,2,0,4,2,"TA",8,"Typ",0,"None","Attchd",1979,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"6","2009","WD","Alloca",NA,1513,2,0,30,30
"1862",1862,"90","RL",69.2055921052632,11855,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","2Story","7","5",2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,"TA","TA","PConc","TA","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,2,0,4,2,6,2,"TA",8,"Typ",2,"TA","BuiltIn",2000,"Fin",4,820,"TA","TA","Y",312,0,0,0,0,0,"None","None","None",0,"10","2009","WD","Normal",NA,3955,8,312,9,9
"1863",1863,"90","RL",69.2055921052632,7939,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story","7","5",2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,"TA","TA","PConc","TA","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,2,0,4,2,6,2,"TA",8,"Typ",2,"TA","BuiltIn",2000,"Fin",4,820,"TA","TA","Y",312,0,0,0,0,0,"None","None","None",0,"10","2009","WD","Normal",NA,3955,8,312,9,9
"1864",1864,"90","RL",69.2055921052632,7976,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story","7","5",2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,"TA","TA","PConc","TA","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,2,0,4,2,6,2,"TA",8,"Typ",2,"TA","BuiltIn",2000,"Fin",4,820,"TA","TA","Y",312,0,0,0,0,0,"None","None","None",0,"10","2009","WD","Normal",NA,3955,8,312,9,9
"1865",1865,"20","RL",84,10933,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","9","5",2009,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",242,"Ex","TA","PConc","TA","TA","Gd","GLQ",1021,"Unf",0,534,1555,"GasA","Ex","Y","SBrkr",1680,0,0,1680,1,0,1,1,1,1,"Ex",8,"Typ",1,"Gd","Attchd",2009,"Fin",3,1138,"TA","TA","Y",185,24,0,0,0,0,"None","None","None",0,"7","2009","New","Partial",NA,3235,3,209,0,0
"1866",1866,"20","RL",65,10816,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","9","5",2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",364,"Ex","TA","PConc","TA","TA","Gd","GLQ",1104,"Unf",0,616,1720,"GasA","Ex","Y","SBrkr",1720,0,0,1720,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008,"RFn",3,846,"TA","TA","Y",208,104,0,0,0,0,"None","None","None",0,"11","2009","WD","Normal",NA,3440,3,312,1,1
"1867",1867,"20","RL",71,9178,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","8","5",2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","Av","Unf",0,"Unf",0,1468,1468,"GasA","Ex","Y","SBrkr",1468,0,0,1468,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2008,"RFn",3,904,"TA","TA","Y",192,142,0,0,0,0,"None","None","None",0,"6","2009","WD","Normal",NA,2936,2,334,1,1
"1868",1868,"20","RL",77,11422,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","8","5",2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",352,"Gd","TA","PConc","TA","TA","Av","GLQ",1359,"Unf",0,479,1838,"GasA","Ex","Y","SBrkr",1838,0,0,1838,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",2007,"RFn",2,524,"TA","TA","Y",154,222,0,0,0,0,"None","None","None",0,"4","2009","WD","Normal",NA,3676,3,376,2,1
"1869",1869,"20","RL",64,6762,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","Av","GLQ",902,"Unf",0,380,1282,"GasA","Ex","Y","SBrkr",1290,0,0,1290,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",2,662,"TA","TA","Y",168,0,0,0,0,0,"None","None","None",0,"5","2009","WD","Normal",NA,2572,3,168,2,2
"1870",1870,"20","RL",95,10324,"Pave","None","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story","8","5",2008,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",140,"Gd","TA","PConc","TA","TA","Av","GLQ",872,"Unf",0,382,1254,"GasA","Ex","Y","SBrkr",1254,0,0,1254,1,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd",2008,"RFn",3,810,"TA","TA","Y",168,92,0,0,0,0,"None","None","None",0,"3","2009","WD","Normal",NA,2508,3,260,1,1
"1871",1871,"20","RL",78,11645,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","8","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","TA","TA","Gd","GLQ",24,"Unf",0,1474,1498,"GasA","Ex","Y","SBrkr",1498,0,0,1498,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",3,844,"TA","TA","Y",144,98,0,0,0,0,"None","None","None",0,"3","2009","WD","Normal",NA,2996,2,242,4,3
"1872",1872,"60","RL",79,11646,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","6","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","Av","Unf",0,"Unf",0,704,704,"GasA","Ex","Y","SBrkr",704,718,0,1422,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,440,"TA","TA","Y",36,28,0,0,0,0,"None","None","None",0,"7","2009","WD","Normal",NA,2126,3,64,4,3
"1873",1873,"60","RL",69.2055921052632,16698,"Pave","None","IR1","HLS","AllPub","CulDSac","Mod","ClearCr","Norm","Norm","1Fam","2Story","7","5",1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","Av","GLQ",800,"Unf",0,649,1449,"GasA","Gd","Y","SBrkr",944,815,0,1759,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1992,"Unf",2,525,"TA","TA","Y",150,193,0,0,0,0,"None","None","None",0,"6","2009","WD","Normal",NA,3208,4,343,17,16
"1874",1874,"20","RL",65,9757,"Pave","None","Reg","Low","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story","5","7",1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","ALQ",755,"Unf",0,235,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1995,"RFn",1,440,"TA","TA","Y",66,0,0,0,92,0,"None","None","None",0,"10","2009","WD","Normal",NA,1980,2,158,15,15
"1875",1875,"20","RL",65,14753,"Pave","None","IR2","Low","AllPub","Inside","Gtl","CollgCr","PosN","Norm","1Fam","1Story","7","5",1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","Mn","GLQ",950,"Unf",0,513,1463,"GasA","Ex","Y","SBrkr",1463,0,0,1463,1,0,2,0,3,1,"TA",5,"Typ",0,"None","Attchd",1998,"Fin",2,539,"TA","TA","Y",0,81,0,0,0,0,"None","GdPrv","None",0,"12","2009","WD","Normal",NA,2926,3,81,11,11
"1876",1876,"60","RL",70,8750,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","6","5",1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"TA","TA","PConc","TA","TA","No","GLQ",606,"Unf",0,322,928,"GasA","Ex","Y","SBrkr",928,844,0,1772,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1998,"RFn",2,492,"TA","TA","Y",150,96,0,0,0,0,"None","None","None",0,"4","2009","WD","Normal",NA,2700,4,246,11,11
"1877",1877,"20","RL",65,10739,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2002,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Gd","TA","PConc","TA","TA","No","GLQ",1259,"Unf",0,172,1431,"GasA","Ex","Y","SBrkr",1444,0,0,1444,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2002,"RFn",2,577,"TA","TA","Y",144,40,0,0,0,0,"None","None","None",0,"4","2009","WD","Normal",NA,2875,3,184,7,8
"1878",1878,"20","RL",75,11166,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,"Gd","TA","PConc","TA","TA","Mn","GLQ",24,"Unf",0,1468,1492,"GasA","Ex","Y","SBrkr",1492,0,0,1492,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",2,608,"TA","TA","Y",0,114,0,0,168,0,"None","None","None",0,"7","2009","WD","Family",NA,2984,2,282,8,8
"1879",1879,"20","RL",69.2055921052632,16269,"Pave","None","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story","5","5",1978,1978,"Gable","CompShg","MetalSd","MetalSd","BrkFace",76,"TA","TA","BrkTil","TA","TA","Av","GLQ",625,"Unf",0,282,907,"GasA","TA","Y","SBrkr",907,0,0,907,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1978,"Unf",1,343,"TA","TA","Y",72,0,0,0,0,0,"None","MnPrv","None",0,"7","2009","WD","Normal",NA,1814,1,72,31,31
"1880",1880,"20","RL",76,6950,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","5","7",1979,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",40,"TA","TA","CBlock","TA","TA","No","ALQ",710,"BLQ",72,132,914,"GasA","TA","Y","SBrkr",914,0,0,914,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Attchd",1979,"Unf",2,444,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"10","2009","WD","Normal",NA,1828,2,0,30,30
"1881",1881,"20","RL",90,11664,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2002,2002,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","Av","GLQ",1234,"Unf",0,335,1569,"GasA","Ex","Y","SBrkr",1611,0,0,1611,1,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2002,"RFn",3,1231,"TA","TA","Y",262,93,0,0,0,0,"None","None","None",0,"9","2009","WD","Normal",NA,3180,3,355,7,7
"1882",1882,"60","RL",69.2055921052632,12334,"Pave","None","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","8","5",2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",198,"Gd","TA","PConc","TA","TA","Av","Unf",0,"Unf",0,1068,1068,"GasA","Ex","Y","SBrkr",1068,1116,0,2184,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"RFn",2,570,"TA","TA","Y",192,132,0,0,0,0,"None","None","None",0,"6","2009","WD","Normal",NA,3252,3,324,6,6
"1883",1883,"60","RL",70,8749,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",840,885,0,1725,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",2002,"RFn",2,550,"TA","TA","Y",0,48,0,0,0,0,"None","None","None",0,"11","2009","WD","Normal",NA,2565,3,48,7,7
"1884",1884,"60","RL",69.2055921052632,11250,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,944,944,"GasA","Ex","Y","SBrkr",944,926,0,1870,0,0,2,1,3,1,"Gd",6,"Typ",0,"None","Attchd",2001,"RFn",2,608,"TA","TA","Y",256,43,0,0,0,0,"None","None","None",0,"5","2009","WD","Normal",NA,2814,3,299,8,8
"1885",1885,"20","RL",90,15750,"Pave","None","Reg","Lvl","AllPub","FR3","Gtl","CollgCr","Feedr","Norm","1Fam","1Story","8","5",1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",260,"Gd","TA","PConc","TA","TA","Gd","GLQ",1246,"Unf",0,216,1462,"GasA","Ex","Y","SBrkr",1513,0,0,1513,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1999,"Fin",2,521,"TA","TA","Y",135,34,0,0,0,0,"None","None","None",0,"6","2009","WD","Normal",NA,2975,3,169,10,9
"1886",1886,"20","RL",69.2055921052632,12782,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","8","5",2002,2003,"Hip","CompShg","HdBoard","HdBoard","BrkFace",164,"Gd","TA","PConc","TA","TA","Gd","GLQ",1360,"Unf",0,462,1822,"GasA","Ex","Y","SBrkr",1828,0,0,1828,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"Fin",2,523,"TA","TA","Y",194,144,0,0,0,0,"None","None","None",0,"6","2009","WD","Normal",NA,3650,3,338,7,6
"1887",1887,"20","RL",70,8750,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",209,"Gd","TA","PConc","TA","TA","Av","GLQ",1111,"Unf",0,306,1417,"GasA","Ex","Y","SBrkr",1417,0,0,1417,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1997,"Unf",2,511,"TA","TA","Y",60,0,0,0,117,0,"None","None","None",0,"8","2009","WD","Normal",NA,2834,3,177,12,11
"1888",1888,"20","RL",85,10200,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","8","5",2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,"Gd","TA","PConc","TA","TA","Av","GLQ",1478,"Unf",0,100,1578,"GasA","Ex","Y","SBrkr",1602,0,0,1602,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,810,"TA","TA","Y",0,48,0,0,195,0,"None","None","None",0,"1","2009","WD","Normal",NA,3180,3,243,2,2
"1889",1889,"60","RL",85,11069,"Pave","None","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story","6","5",2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,608,608,"GasA","Ex","Y","SBrkr",608,788,0,1396,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2007,"Fin",2,440,"TA","TA","Y",100,36,0,0,0,0,"None","None","None",0,"7","2009","WD","Normal",NA,2004,3,136,2,2
"1890",1890,"20","RL",80,10682,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","4","6",1960,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",399,"Unf",0,615,1014,"GasA","TA","Y","SBrkr",1149,0,0,1149,1,0,1,0,3,1,"TA",7,"Min1",0,"None","2Types",1968,"Fin",1,544,"TA","TA","Y",0,240,0,0,0,0,"None","MnPrv","None",0,"7","2009","WD","Normal",NA,2163,2,240,49,38
"1891",1891,"180","RM",35,3675,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SFoyer","6","5",2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",80,"TA","TA","Wood","TA","TA","Gd","GLQ",547,"Unf",0,0,547,"GasA","Gd","Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Basment",2005,"Fin",2,525,"TA","TA","Y",0,28,0,0,0,0,"None","None","None",0,"4","2009","WD","Normal",NA,1619,2,28,4,3
"1892",1892,"20","RL",64,6410,"Pave","None","Reg","HLS","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","1Story","4","5",1959,1959,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",332,"Rec",243,301,876,"GasA","TA","Y","FuseA",876,0,0,876,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd",1959,"Unf",1,320,"TA","TA","Y",0,0,0,0,0,0,"None","MnPrv","None",0,"3","2009","WD","Normal",NA,1752,1,0,50,50
"1893",1893,"20","RL",70,11767,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","5","5",1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Rec",1078,"Unf",0,0,1078,"GasA","TA","Y","FuseA",1368,0,0,1368,1,0,1,0,3,1,"TA",6,"Min1",0,"None","Attchd",1950,"RFn",1,195,"TA","TA","Y",0,41,211,0,0,0,"None","None","Shed",900,"6","2009","WD","Normal",NA,2446,2,252,59,59
"1894",1894,"90","RL",65,10926,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story","5","5",1959,1959,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1678,1678,"GasA","TA","Y","SBrkr",1678,0,0,1678,0,0,2,0,6,2,"TA",10,"Typ",0,"None","None",0,"None",0,0,"None","None","Y",0,0,0,0,0,0,"None","None","None",0,"8","2009","WD","Normal",NA,3356,2,0,50,50
"1895",1895,"20","RL",70,11767,"Pave","None","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","5","5",1956,1956,"Hip","CompShg","HdBoard","HdBoard","BrkFace",259,"TA","TA","CBlock","TA","TA","No","Rec",546,"Unf",0,604,1150,"GasA","Ex","Y","SBrkr",1560,0,0,1560,0,0,1,0,2,1,"TA",7,"Min1",1,"TA","Attchd",1956,"Unf",1,313,"TA","TA","Y",0,0,0,0,0,0,"None","None","None",0,"5","2009","WD","Normal",NA,2710,1,0,53,53
"1896",1896,"50","RL",45,8212,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","5","6",1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",626,"Unf",0,94,720,"GasA","Ex","Y","SBrkr",854,444,0,1298,0,0,1,0,3,1,"TA",6,"Typ",2,"Gd","Detchd",1940,"Unf",1,256,"TA","TA","Y",84,0,0,0,0,0,"None","None","None",0,"9","2009","WD","Normal",NA,2018,1,84,68,59
"1897",1897,"50","RH",70,6300,"Pave","Pave","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin","5","4",1938,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",88,"TA","TA","PConc","TA","Fa","No","LwQ",832,"Unf",0,0,832,"GasA","TA","Y","SBrkr",832,436,0,1268,0,0,1,1,3,1,"TA",7,"Typ",2,"Gd","Basment",1938,"Unf",1,250,"TA","TA","Y",0,0,55,0,0,0,"None","None","None",0,"7","2009","WD","Abnorml",NA,2100,2,55,71,59
